同日に会議があります。 <br><br> (同日)	<b>どうじつにかいぎがあります。</b> <br> There is a meeting on the same day. <br> [sound:4c-s-同日に会議があります。.mp3]
各自の役割をしっかり果たしてください。 <br><br> (各自)	<b>かくじのやくわりをしっかりはたしてください。</b> <br> Please fulfill each person's role properly. <br> [sound:4c-s-各自の役割をしっかり果たしてください。.mp3]
日本には多くの各種学校があります。 <br><br> (各種学校)	<b>にほんにはおおくのかくしゅがっこうがあります。</b> <br> There are many types of schools in Japan. <br> [sound:4c-s-日本には多くの各種学校があります。.mp3]
各員が自分の仕事を終えました。 <br><br> (各員)	<b>かくいんがじぶんのしごとをおえました。</b> <br> Each member has finished their work. <br> [sound:4c-s-各員が自分の仕事を終えました。.mp3]
各駅停車の電車が遅れています。 <br><br> (各駅)	<b>かくえきていしゃのでんしゃがおくれています。</b> <br> The local train is delayed at every station. <br> [sound:4c-s-各駅停車の電車が遅れています。.mp3]
会議は10時に開始されます。 <br><br> (開始)	<b>かいぎはじゅうじにかいしされます。</b> <br> The meeting will start at 10 o'clock. <br> [sound:4c-s-会議は10時に開始されます。.mp3]
新しい冒険の始まりです。 <br><br> (始まり)	<b>あたらしいぼうけんのはじまりです。</b> <br> This is the beginning of a new adventure. <br> [sound:4c-s-新しい冒険の始まりです。.mp3]
始発の電車は6時に出発します。 <br><br> (始発)	<b>しはつのでんしゃはろくじにしゅっぱつします。</b> <br> The first train departs at 6 AM. <br> [sound:4c-s-始発の電車は6時に出発します。.mp3]
手始めに簡単な問題を解いてみましょう。 <br><br> (手始め)	<b>てはじめにかんたんなもんだいをといてみましょう。</b> <br> Let’s start by solving some simple problems. <br> [sound:4c-s-手始めに簡単な問題を解いてみましょう。.mp3]
この島はとても美しいです。 <br><br> (島)	<b>このしまはとても美しいです。</b> <br> This island is very beautiful. <br> [sound:4c-s-この島はとても美しいです。.mp3]
朝鮮半島は東アジアに位置しています。 <br><br> (朝鮮半島)	<b>ちょうせんはんとうはひがしあじあにいちしています。</b> <br> The Korean Peninsula is located in East Asia. <br> [sound:4c-s-朝鮮半島は東アジアに位置しています。.mp3]
日本は島国です。 <br><br> (島国)	<b>にほんはしまぐにです。</b> <br> Japan is an island nation. <br> [sound:4c-s-日本は島国です。.mp3]
離島へ行くには船を使う必要があります。 <br><br> (離島)	<b>りとうへいくにはふねをつかうひつようがあります。</b> <br> You need to take a ferry to go to the remote island. <br> [sound:4c-s-離島へ行くには船を使う必要があります。.mp3]
直に彼に会う予定です。 <br><br> (直)	<b>なおにかれにあうよていです。</b> <br> I plan to meet him directly. <br> [sound:4c-s-直に彼に会う予定です。.mp3]
直ちに行動を起こしてください。 <br><br> (直ちに)	<b>ただちにこうどうをおこしてください。</b> <br> Please take action immediately. <br> [sound:4c-s-直ちに行動を起こしてください。.mp3]
正直に言うと、それは無理です。 <br><br> (正直)	<b>しょうじきにいうと、それはむりです。</b> <br> Honestly speaking, it’s impossible. <br> [sound:4c-s-正直に言うと、それは無理です。.mp3]
彼は素直な性格です。 <br><br> (素直)	<b>かれはすなおなせいかくです。</b> <br> He has a straightforward personality. <br> [sound:4c-s-彼は素直な性格です。.mp3]
両国の関係は良好です。 <br><br> (両国)	<b>りょうこくのかんけいはりょうこうです。</b> <br> The relationship between both countries is good. <br> [sound:4c-s-両国の関係は良好です。.mp3]
両党が協議を行いました。 <br><br> (両党)	<b>りょうとうがきょうぎをおこないました。</b> <br> Both parties held discussions. <br> [sound:4c-s-両党が協議を行いました。.mp3]
両方の意見を聞きたいです。 <br><br> (両方)	<b>りょうほうのいけんをききたいです。</b> <br> I want to hear both opinions. <br> [sound:4c-s-両方の意見を聞きたいです。.mp3]
この問題には両面があります。 <br><br> (両面)	<b>このもんだいにはりょうめんがあります。</b> <br> This issue has two sides. <br> [sound:4c-s-この問題には両面があります。.mp3]
朝の空気は爽やかです。 <br><br> (朝)	<b>あさのくうきはさわやかです。</b> <br> The morning air is refreshing. <br> [sound:4c-s-朝の空気は爽やかです。.mp3]
北朝鮮のニュースを読んだ。 <br><br> (北朝鮮)	<b>きたちょうせんのニュースをよんだ。</b> <br> I read the news about North Korea. <br> [sound:4c-s-北朝鮮のニュースを読んだ。.mp3]
朝食はパンとコーヒーです。 <br><br> (朝食)	<b>ちょうしょくはパンとコーヒーです。</b> <br> Breakfast is bread and coffee. <br> [sound:4c-s-朝食はパンとコーヒーです。.mp3]
毎朝ジョギングをします。 <br><br> (毎朝)	<b>まいあさジョギングをします。</b> <br> I go jogging every morning. <br> [sound:4c-s-毎朝ジョギングをします。.mp3]
このバッグは革製です。 <br><br> (革)	<b>このバッグはかわせいです。</b> <br> This bag is made of leather. <br> [sound:4c-s-このバッグは革製です。.mp3]
政府は改革を進めています。 <br><br> (改革)	<b>せいふはかいかくをすすめています。</b> <br> The government is promoting reform. <br> [sound:4c-s-政府は改革を進めています。.mp3]
農地改革が実施されました。 <br><br> (農地改革)	<b>のうちかいかくがじっしされました。</b> <br> Agricultural reform was implemented. <br> [sound:4c-s-農地改革が実施されました。.mp3]
革靴を磨きました。 <br><br> (革靴)	<b>かわぐつをみがきました。</b> <br> I polished my leather shoes. <br> [sound:4c-s-革靴を磨きました。.mp3]
この商品の価格は高いです。 <br><br> (価格)	<b>このしょうひんのかかくはたかいです。</b> <br> This product is expensive. <br> [sound:4c-s-この商品の価格は高いです。.mp3]
今日の株価は下がりました。 <br><br> (株価)	<b>きょうのかぶかはさがりました。</b> <br> Today's stock prices went down. <br> [sound:4c-s-今日の株価は下がりました。.mp3]
米価が上昇しています。 <br><br> (米価)	<b>べいかがじょうしょうしています。</b> <br> Rice prices are increasing. <br> [sound:4c-s-米価が上昇しています。.mp3]
時価で販売されています。 <br><br> (時価)	<b>じかではんばいされています。</b> <br> It is sold at market price. <br> [sound:4c-s-時価で販売されています。.mp3]
彼は株式を購入しました。 <br><br> (株式)	<b>かれはかぶしきをこうにゅうしました。</b> <br> He bought stocks. <br> [sound:4c-s-彼は株式を購入しました。.mp3]
公式発表がありました。 <br><br> (公式)	<b>こうしきはっぴょうがありました。</b> <br> There was an official announcement. <br> [sound:4c-s-公式発表がありました。.mp3]
彼は株式会社の社長です。 <br><br> (株式会社)	<b>かれはかぶしきがいしゃのしゃちょうです。</b> <br> He is the president of the corporation. <br> [sound:4c-s-彼は株式会社の社長です。.mp3]
儀式が厳かに行われました。 <br><br> (儀式)	<b>ぎしきがおごそかにおこなわれました。</b> <br> The ceremony was solemnly conducted. <br> [sound:4c-s-儀式が厳かに行われました。.mp3]
確かにその通りです。 <br><br> (確か)	<b>たしかにそのとおりです。</b> <br> That is certainly true. <br> [sound:4c-s-確かにその通りです。.mp3]
成功は確実です。 <br><br> (確実)	<b>せいこうはかくじつです。</b> <br> Success is certain. <br> [sound:4c-s-成功は確実です。.mp3]
勝つ確率は低いです。 <br><br> (確率)	<b>かつかくりつはひくいです。</b> <br> The probability of winning is low. <br> [sound:4c-s-勝つ確率は低いです。.mp3]
両者の間に確執があります。 <br><br> (確執)	<b>りょうしゃのあいだにかくしつがあります。</b> <br> There is a conflict between the two. <br> [sound:4c-s-両者の間に確執があります。.mp3]
村に帰省しました。 <br><br> (村)	<b>むらにきせいしました。</b> <br> I went back to my village. <br> [sound:4c-s-村に帰省しました。.mp3]
市町村の役所に行きました。 <br><br> (市町村)	<b>しちょうそんのやくしょにいきました。</b> <br> I went to the municipal office. <br> [sound:4c-s-市町村の役所に行きました。.mp3]
村民の協力が不可欠です。 <br><br> (村民)	<b>そんみんのきょうりょくがふかけつです。</b> <br> Citizen cooperation is essential. <br> [sound:4c-s-村民の協力が不可欠です。.mp3]
