[sound:4c-s-同日に会議があります。.mp3]	<b>同日に会議があります。</b> <br> どうじつにかいぎがあります。 <br><br> (同日) <br> There is a meeting on the same day.
[sound:4c-s-彼は株式を購入しました。.mp3]	<b>彼は株式を購入しました。</b> <br> かれはかぶしきをこうにゅうしました。 <br><br> (株式) <br> He bought stocks.
[sound:4c-s-公式発表がありました。.mp3]	<b>公式発表がありました。</b> <br> こうしきはっぴょうがありました。 <br><br> (公式) <br> There was an official announcement.
[sound:4c-s-彼は株式会社の社長です。.mp3]	<b>彼は株式会社の社長です。</b> <br> かれはかぶしきがいしゃのしゃちょうです。 <br><br> (株式会社) <br> He is the president of the corporation.
[sound:4c-s-儀式が厳かに行われました。.mp3]	<b>儀式が厳かに行われました。</b> <br> ぎしきがおごそかにおこなわれました。 <br><br> (儀式) <br> The ceremony was solemnly conducted.
[sound:4c-s-確かにその通りです。.mp3]	<b>確かにその通りです。</b> <br> たしかにそのとおりです。 <br><br> (確か) <br> That is certainly true.
[sound:4c-s-成功は確実です。.mp3]	<b>成功は確実です。</b> <br> せいこうはかくじつです。 <br><br> (確実) <br> Success is certain.
[sound:4c-s-勝つ確率は低いです。.mp3]	<b>勝つ確率は低いです。</b> <br> かつかくりつはひくいです。 <br><br> (確率) <br> The probability of winning is low.
[sound:4c-s-両者の間に確執があります。.mp3]	<b>両者の間に確執があります。</b> <br> りょうしゃのあいだにかくしつがあります。 <br><br> (確執) <br> There is a conflict between the two.
[sound:4c-s-村に帰省しました。.mp3]	<b>村に帰省しました。</b> <br> むらにきせいしました。 <br><br> (村) <br> I went back to my village.
[sound:4c-s-市町村の役所に行きました。.mp3]	<b>市町村の役所に行きました。</b> <br> しちょうそんのやくしょにいきました。 <br><br> (市町村) <br> I went to the municipal office.
[sound:4c-s-村民の協力が不可欠です。.mp3]	<b>村民の協力が不可欠です。</b> <br> そんみんのきょうりょくがふかけつです。 <br><br> (村民) <br> Citizen cooperation is essential.
[sound:4c-s-村議会で新しい法律が決まりました。.mp3]	<b>村議会で新しい法律が決まりました。</b> <br> そんぎかいであたらしいほうりつがきまりました。 <br><br> (村議会) <br> A new law was decided in the village council.
[sound:4c-s-この話の前提を説明します。.mp3]	<b>この話の前提を説明します。</b> <br> このはなしのぜんていをせつめいします。 <br><br> (前提) <br> I will explain the premise of this story.
[sound:4c-s-新しい計画を提案しました。.mp3]	<b>新しい計画を提案しました。</b> <br> あたらしいけいかくをていあんしました。 <br><br> (提案) <br> I proposed a new plan.
[sound:4c-s-サービスの提供者は会社です。.mp3]	<b>サービスの提供者は会社です。</b> <br> サービスのていきょうしゃはかいしゃです。 <br><br> (提供者) <br> The provider of the service is a company.
[sound:4c-s-この問題を提起します。.mp3]	<b>この問題を提起します。</b> <br> このもんだいをていきします。 <br><br> (提起) <br> I will raise this issue.
[sound:4c-s-運が良かったです。.mp3]	<b>運が良かったです。</b> <br> うんがよかったです。 <br><br> (運) <br> I was lucky.
[sound:4c-s-荷物を運んでください。.mp3]	<b>荷物を運んでください。</b> <br> にもつをはこんでください。 <br><br> (運ぶ) <br> Please carry the luggage.
[sound:4c-s-慎重に運びました。.mp3]	<b>慎重に運びました。</b> <br> しんちょうにはこびました。 <br><br> (運び) <br> I transported it carefully.
[sound:4c-s-運転手が親切でした。.mp3]	<b>運転手が親切でした。</b> <br> うんてんしゅがしんせつでした。 <br><br> (運転手) <br> The driver was kind.
[sound:4c-s-イベントの終わりに挨拶しました。.mp3]	<b>イベントの終わりに挨拶しました。</b> <br> イベントのおわりにあいさつしました。 <br><br> (終わり) <br> I greeted everyone at the end of the event.
[sound:4c-s-最終決定をしました。.mp3]	<b>最終決定をしました。</b> <br> さいしゅうけっていをしました。 <br><br> (最終) <br> I made the final decision.
[sound:4c-s-終日雨が降っていました。.mp3]	<b>終日雨が降っていました。</b> <br> しゅうじつあめがふっていました。 <br><br> (終日) <br> It rained all day.
[sound:4c-s-試合は終盤に入りました。.mp3]	<b>試合は終盤に入りました。</b> <br> しあいはしゅうばんにはいりました。 <br><br> (終盤) <br> The game entered the final stage.
[sound:4c-s-例を挙げて説明します。.mp3]	<b>例を挙げて説明します。</b> <br> れいをあげてせつめいします。 <br><br> (挙げる) <br> I will explain with examples.
[sound:4c-s-選挙の日が近づいています。.mp3]	<b>選挙の日が近づいています。</b> <br> せんきょのひがちかづいています。 <br><br> (選挙) <br> The election day is approaching.
[sound:4c-s-彼の成功は快挙です。.mp3]	<b>彼の成功は快挙です。</b> <br> かれのせいこうはかいきょです。 <br><br> (快挙) <br> His success is a remarkable achievement.
[sound:4c-s-選挙権を持っていますか？ .mp3]	<b>選挙権を持っていますか？   </b> <br> せんきょけんをもっていますか？ <br><br> (選挙権) <br> Do you have the right to vote?
[sound:4c-s-試験の結果が発表されました。.mp3]	<b>試験の結果が発表されました。</b> <br> しけんのけっかがはっぴょうされました。 <br><br> (結果) <br> The exam results have been announced.
[sound:4c-s-この薬は効果があります。.mp3]	<b>この薬は効果があります。</b> <br> このくすりはこうかがあります。 <br><br> (効果) <br> This medicine is effective.
[sound:4c-s-果実が熟しました。.mp3]	<b>果実が熟しました。</b> <br> かじつがじゅくしました。 <br><br> (果実) <br> The fruit has ripened.
[sound:4c-s-彼は果敢に挑戦しました。.mp3]	<b>彼は果敢に挑戦しました。</b> <br> かれはかかんにちょうせんしました。 <br><br> (果敢) <br> He boldly took on the challenge.
[sound:4c-s-西の空が美しいです。.mp3]	<b>西の空が美しいです。</b> <br> にしのそらがうつくしいです。 <br><br> (西) <br> The western sky is beautiful.
[sound:4c-s-関西地方に旅行しました。.mp3]	<b>関西地方に旅行しました。</b> <br> かんさいちほうにりょこうしました。 <br><br> (関西) <br> I traveled to the Kansai region.
[sound:4c-s-西日本は温暖な気候です。.mp3]	<b>西日本は温暖な気候です。</b> <br> にしにほんはおんだんなきこうです。 <br><br> (西日本) <br> Western Japan has a warm climate.
[sound:4c-s-西洋の文化を学びます。.mp3]	<b>西洋の文化を学びます。</b> <br> せいようのぶんかをまなびます。 <br><br> (西洋) <br> I study Western culture.
[sound:4c-s-彼の演説には勢いがあります。.mp3]	<b>彼の演説には勢いがあります。</b> <br> かれのえんぜつにはいきおいがあります。 <br><br> (勢い) <br> His speech has momentum.
[sound:4c-s-勢みよく水が流れています。.mp3]	<b>勢みよく水が流れています。</b> <br> いきみよくみずがながれています。 <br><br> (勢み) <br> The water is flowing vigorously.
[sound:4c-s-伊勢丹で買い物しました。.mp3]	<b>伊勢丹で買い物しました。</b> <br> いせたんでかいものしました。 <br><br> (伊勢丹) <br> I shopped at Isetan.
[sound:4c-s-彼のチームが優勢です。.mp3]	<b>彼のチームが優勢です。</b> <br> かれのチームがゆうせいです。 <br><br> (優勢) <br> His team is in the lead.
[sound:4c-s-経費を削減します。.mp3]	<b>経費を削減します。</b> <br> けいひをさくげんします。 <br><br> (削減) <br> We will reduce expenses.
[sound:4c-s-減税政策が実施されました。.mp3]	<b>減税政策が実施されました。</b> <br> げんぜいせいさくがじっしされました。 <br><br> (減税) <br> A tax reduction policy was implemented.
[sound:4c-s-料金が減額されました。.mp3]	<b>料金が減額されました。</b> <br> りょうきんがげんがくされました。 <br><br> (減額) <br> The fee was reduced.
[sound:4c-s-工場は減産を決定しました。.mp3]	<b>工場は減産を決定しました。</b> <br> こうじょうはげんさんをけっていしました。 <br><br> (減産) <br> The factory decided to cut production.
[sound:4c-s-台の上に置いてください。.mp3]	<b>台の上に置いてください。</b> <br> だいのうえにおいてください。 <br><br> (台) <br> Please put it on the stand.
[sound:4c-s-台湾に旅行しました。.mp3]	<b>台湾に旅行しました。</b> <br> たいわんにりょこうしました。 <br><br> (台湾) <br> I traveled to Taiwan.
[sound:4c-s-家の土台をしっかり作ります。.mp3]	<b>家の土台をしっかり作ります。</b> <br> いえのどだいをしっかりつくります。 <br><br> (土台) <br> We build a solid foundation for the house.
